腮腺炎,['epidemic parotitis'],['耳鼻喉科'],['臉'],"['臉部疼痛', '臉部腫脹', '頭痛', '發燒', '噁心', '畏寒', '喉嚨痛', '腮腺腫大']",https://health.udn.com/disease/sole/61696
扁桃腺炎,['tonsillitis'],"['耳鼻喉科', '小兒科']",['咽喉'],"['發燒', '喉嚨痛', '食欲不振', '咳嗽', '流鼻水', '扁桃腺腫大', '顎下淋巴結腫大', '畏寒', '頭痛']",https://health.udn.com/disease/sole/61697
口腔癌,['Oral cancer'],"['牙科', '耳鼻喉科', '整型外科', '口腔顎面外科', '口腔病理及診斷科', '腫瘤內科', '放射腫瘤科']",['口腔'],"['口腔黏膜變白', '口腔出現紅白斑或紅斑', '口腔腫塊', '口腔潰瘍久不癒合', '口腔不明出血', '頸部硬塊', '舌頭知覺喪失', '舌側緣出現周圍變硬的腫塊或潰瘍']",https://health.udn.com/disease/sole/63998
牙周病 ,['Periodontal disease'],['牙科'],"['牙齒', '牙周組織']","['口臭', '牙齦萎縮', '牙齦出血', '牙齦紅腫', '牙齒搖動', '牙齒脫落', '牙齒外觀變長', '牙齒位置偏移', '咬合無力', '咀嚼無力', '牙縫變大', '牙根暴露', '吃冷、熱食敏感']",https://health.udn.com/disease/sole/64038
牙髓炎,['Pulpitis'],['牙科'],['牙髓'],"['劇烈牙痛', '牙齒抽痛', '牙齒酸痛', '吃冷熱食敏感', '刷牙敏感', '吃酸、甜食物敏感', '牙齦紅腫', '臉部腫脹', '發燒', '發冷', '夜間睡眠時的自發性牙痛']",https://health.udn.com/disease/sole/64040
牙齦炎,['gingivitis'],['牙科'],"['牙齦', '牙肉']","['牙齦紅腫', '牙齦出血', '牙齦脹痛', '牙齒鬆脫', '發燒', '口臭', '臉部腫脹', '若不經治療，會惡化成牙周炎，使牙周骨破壞，造成牙齦萎縮']",https://health.udn.com/disease/sole/64041
顳顎關節障礙症,"['Temporo-mandibular joint disorder', 'TMJ disorders', 'TMD']","['牙科', '骨科', '身心精神科', '復健科', '外科']",['顳顎關節（下巴關節）'],"['張口疼痛', '嘴開閉時有異聲', '咀嚼疼痛', '開口困難', '張口中線偏斜', '臉部肌肉痠痛', '肩頸酸痛', '下巴脫臼', '頭痛', '耳鳴', '耳內疼痛', '發音障礙']",https://health.udn.com/disease/sole/64042
口腔黏膜白斑症,"['Oral Leukoplakia', ' OL']","['牙科', '耳鼻喉科']",['口腔（口腔黏膜）'],"['頰黏膜白斑', '舌白斑', '牙齦白斑', '唇黏膜白斑', '病灶外觀呈白色或灰白色的斑塊，分布在口內頰黏膜、舌表面與舌側緣，而唇黏膜、牙齦、口底、腭部、嘴角內側（唇聯合）等處亦可能出現。此異樣斑塊無法以擦拭法刮除，臨床上患者一開始並無自覺感，後來以舌尖碰處該處黏膜會有粗糙感，少數會對辛辣和刺激性的食物逐漸變敏感']",https://health.udn.com/disease/sole/64043
口腔黏膜下纖維化症,"['Oral Submucous Fibrosis', ' OSF']","['牙科', '耳鼻喉科']",['口腔（口腔黏膜）'],"['口腔黏膜泛白', '硬化失去彈性', '有時會起水泡/潰瘍，或有纖維化帶', '張口困難', '進食困難', '吞嚥困難', '對辣味食物敏感、疼痛', '味覺減退', '口乾', '耳痛', '喉痛', '鼻音']",https://health.udn.com/disease/sole/64044
植體周圍炎,['Peri-implantitis'],['牙科'],"['牙齒', '口腔']","['植體區發炎', '牙肉紅腫疼痛', '刷牙流血', '化膿', '植體搖晃', '齒槽骨萎縮', '植體脫落']",https://health.udn.com/disease/sole/64045
膽脂瘤,['Cholesteatoma'],['耳鼻喉科'],['耳'],"['耳朵流膿', '耳臭', '耳脹', '耳鳴', '耳痛', '聽力減退', '聽力喪失', '顏面神經麻痺', '臉歪嘴斜', '吞嚥困難', '不平衡感', '眩暈', '頭痛']",https://health.udn.com/disease/sole/88091
結膜下出血,['Subconjunctival hemorrhage'],['眼科'],['眼結膜'],"['眼睛輕微刺痛', '眼白血紅']",https://health.udn.com/disease/sole/111655
高血脂,['Hyperlipidemia'],"['代謝內分泌科', '心臟血管科', '家醫科']",['血液'],"['血濁', '黃色瘤', '黃斑瘤', '頭暈', '目眩', '胸悶', '嗜睡', '心悸', '頭痛', '氣短', '乏力', '手腳麻木']",https://health.udn.com/disease/sole/174
心臟病,['heart disease'],['心臟血管科'],['心臟'],"['胸痛', '心悸', '氣喘', '呼吸困難', '疲倦', '頭暈', '昏厥', '水腫', '活動量下降', '咳血', '腹痛', '發紺', '盜汗', '左肩疼痛', '背痛', '咳嗽']",https://health.udn.com/disease/sole/183
肺栓塞,"['Pulmonary Embolism', 'PE']","['心臟血管科', '呼吸胸腔科', '血液腫瘤科']",['肺臟'],"['肋膜性胸痛', '呼吸困難', '呼吸短促', '水腫', '發紺', '心搏過快', '咳嗽', '咳血', '發燒', '昏厥', '暈昡', '頸靜脈怒張']",https://health.udn.com/disease/sole/184
心肌梗塞,"['Myocardial Infarction', 'MI']","['心臟血管科', '呼吸胸腔科']",['心臟'],"['持續性胸痛', '胸悶', '盜汗', '臉色蒼白', '四肢冰冷', '噁心', '嘔吐', '全身虛弱無力', '暈眩', '呼吸困難', '休克']",https://health.udn.com/disease/sole/185
猝死,"['Sudden Death', ' SD']","['心臟血管科', '小兒科']",['心臟'],"['全身倦怠', '氣促', '胸悶', '心悸', '心絞痛', '頭暈', '昏倒', '休克', '心跳驟停', '呼吸停止', '無脈搏', '無血壓', '無意識', '瞳孔放大']",https://health.udn.com/disease/sole/186
高血壓,"['Hypertension', ' H/T', ' HTN']","['心臟血管科', '家醫科']","['心臟', '血管']","['頭重', '暈眩', '頭痛', '流鼻血', '耳鳴', '眼花', '失眠', '心悸', '疲累', '肩膀痠痛', '無精打采', '噁心', '嘔吐', '抽搐', '昏迷']",https://health.udn.com/disease/sole/187
低血壓,['Hypotension'],"['心臟血管科', '家醫科']","['心臟', '血管']","['易疲倦', '全身乏力', '昏沉嗜睡', '暈眩', '耳鳴', '視力模糊', '注意力不集中', '四肢冰冷', '冒冷汗', '心悸', '胸悶', '食慾不振', '貧血', '腹鳴', '便祕', '下痢', '腸積氣', '腹部鼓脹', '打嗝', '意識不清', '腳腫', '昏厥', '休克']",https://health.udn.com/disease/sole/188
先天性心臟病,"['Congenital Heart Disease', ' CHD']","['心臟血管科', '小兒科']",['心臟'],"['易流手汗', '焦慮', '緊張', '頭痛', '臉色蒼白', '呼吸困難', '呼吸急促', '嘴唇發紫', '四肢發紺', '四肢浮腫', '心悸', '心跳快', '心臟雜音', '發育遲緩', '體力差', '易疲倦', '胸痛', '暈厥']",https://health.udn.com/disease/sole/189
心肌炎,['myocarditis'],['心臟血管科'],['心臟'],"['咳嗽', '發燒', '流鼻水', '倦怠', '腹瀉腹痛', '肌肉疼痛', '頭暈', '嘔吐', '胸痛', '心跳加快', '昏倒', '異常心音', '心律不整', '發紺', '浮腫', '心悸', '氣喘']",https://health.udn.com/disease/sole/181
冠心病,['coronary artery disease'],['心臟血管科'],['心臟'],"['胸悶', '胸痛', '喘不過氣', '心悸', '暈倒', '冒冷汗', '噁心', '嘔吐', '呼吸困難', '頭暈']",https://health.udn.com/disease/sole/182
皮膚癌,['SkinCancer'],"['血液腫瘤科', '皮膚科']",['皮膚'],"['皮膚不明腫塊', '痣變大', '痣變色', '傷口久不癒合']",https://health.udn.com/disease/sole/63971
血癌,['Leukemia'],['血液腫瘤科'],['血液'],"['貧血', '皮膚點狀出血', '皮膚青腫', '發燒', '淋巴結腫大', '骨頭疼痛', '關節痛', '牙齦腫脹', '肝脾腫大', '頭痛', '嘔吐', '心包膜積水', '肋膜腔積水', '心臟衰竭', '呼吸困難', '心跳加快', '有倦怠感', '體重減輕', '帶狀皰疹', '肺炎']",https://health.udn.com/disease/sole/63972
肝癌,['Liver Cancer'],"['血液腫瘤科', '胃腸肝膽科']",['肝'],"['肝區疼痛', '乏力', '黃疸', '腹水', '體重減輕', '食慾減退', '上腹悶脹', '噁心嘔吐', '腹瀉', '咳嗽', '咳血', '發燒', '胸痛', '呼吸困難']",https://health.udn.com/disease/sole/63973
胃癌,['Stomach Cancer'],"['血液腫瘤科', '胃腸肝膽科']",['胃'],"['上腹部不適', '胃痛', '泛酸', '噯氣', '食慾減退', '噁心', '胃脘部灼熱', '腹瀉', '黑便', '體重減輕']",https://health.udn.com/disease/sole/63974
膽囊癌,['Gallbladder Carcinoma'],"['血液腫瘤科', '胃腸肝膽科']",['膽'],"['右上腹脹痛', '食慾不振', '噁心', '嘔吐', '黃疸', '高燒、右上腹腫塊', '腹水']",https://health.udn.com/disease/sole/63975
胰腺癌,['Pancreas Cancer'],"['血液腫瘤科', '胃腸肝膽科']",['胰'],"['右上腹脹痛', '背痛', '食慾不振', '噁心', '嘔吐', '腹瀉', '便秘', '疲倦', '黃疸', '體重減輕', '皮膚搔癢', '灰白色糞便', '茶色尿液']",https://health.udn.com/disease/sole/63976
嗜鉻細胞瘤,['Pheochromocytoma'],['血液腫瘤科'],['腎上腺'],"['高血壓', '心悸', '氣短', '胸悶', '頭痛', '面色蒼白', '大量出汗', '視力模糊', '皮膚潮紅', '噁心', '嘔吐', '體溫升高', '血糖升高', '便秘', '四肢震顫', '心絞痛', '焦慮', '瞳孔散大']",https://health.udn.com/disease/sole/63977
神經母細胞瘤,['Neuroblastoma'],['血液腫瘤科'],"['腎上腺', '神經']","['症狀與腫瘤位置有關（如在肚子內、胸腔、脊髓內、腎上腺內，會引起不同症狀）', '肚子腫大', '呼吸困難', '下肢麻痺', '四肢無力', '步態不穩', '貧血', '高血壓', '頭痛', '潮紅', '盜汗']",https://health.udn.com/disease/sole/63978
黑色素瘤,['Melanoma'],"['血液腫瘤科', '皮膚科', '一般外科']","['皮膚', '指甲', '黏膜']","['痣變大', '痣變色']",https://health.udn.com/disease/sole/63979
淋巴癌,['Lymphoma'],['血液腫瘤科'],['淋巴系統'],"['淋巴腺腫大', '貧血', '發燒', '出汗', '體重減輕', '皮膚瘙癢', '疲倦', '咳嗽']",https://health.udn.com/disease/sole/63980
睪丸癌,['Testicular cancer'],"['血液腫瘤科', '泌尿科']",['睪丸'],"['睪丸腫大', '睪丸有沈重感', '睪丸疼痛', '陰囊積水', '睪丸內出血', '乳腺增大', '乳腺疼痛', '背痛', '咳嗽', '咳血', '骨頭痛', '下肢浮腫']",https://health.udn.com/disease/sole/63981
膀胱癌,['Bladder cancer'],"['血液腫瘤科', '泌尿科']",['膀胱'],"['無痛血尿', '頻尿', '排尿困難', '膀胱炎', '尿路感染', '膀胱出口阻塞', '腎絞痛', '體重減輕', '腹痛', '骨頭痛', '貧血']",https://health.udn.com/disease/sole/63982
食道癌,['Esophageal Cancer'],"['血液腫瘤科', '呼吸胸腔科']",['食道'],"['吞嚥困難', '吞嚥時有疼痛感', '噁心', '嘔吐', '嘔血', '胃食道逆流', '咳嗽', '發燒']",https://health.udn.com/disease/sole/63983
鼻咽癌,['Nasopharyngeal Carcinoma'],"['血液腫瘤科', '耳鼻喉科']",['鼻'],"['頭頸部腫大', '單側耳塞', '持續性耳鳴', '聽力障礙', '單側鼻塞或鼻涕增多', '頭痛', '口鼻不明原因滲血', '鼻腔蓄膿', '眼球內斜', '複視', '視力模糊', '臉部知覺麻痺']",https://health.udn.com/disease/sole/63984
大腸癌,['Colorectal cancer'],"['血液腫瘤科', '胃腸肝膽科', '大腸直腸科']",['大腸'],"['下消化道出血', '排便習慣改變', '便秘', '大便解不乾淨感', '大便變細', '大便有黏液', '腹痛', '腹部腫塊', '貧血', '血便']",https://health.udn.com/disease/sole/63985
甲狀腺癌,['Thyroid carcinoma'],"['甲狀腺腫瘤', '代謝內分泌科']",['甲狀腺'],"['頸部腫大', '頸部硬塊', '聲音沙啞', '吞嚥困難', '體重減輕', '呼吸困難', '胸部不適']",https://health.udn.com/disease/sole/63986
腎癌,['renal cell carcinoma'],"['血液腫瘤科', '泌尿科', '腎臟科']",['腎'],"['腹部疼痛', '血尿', '疲勞', '發燒', '盜汗', '食慾不振', '體重減輕', '腹部腫塊', '貧血', '咳血', '感覺遲鈍', '雙腿水腫', '腰痛']",https://health.udn.com/disease/sole/63987
肺癌,['Lung cancer'],"['血液腫瘤科', '呼吸胸腔科', '胸腔外科']",['肺'],"['咳嗽', '咳血', '厭食', '呼吸困難', '肋膜積水', '聲音嘶啞', '吞嚥困難', '上腔靜脈症候群', '手臂疼痛', '手臂無力', '頭痛', '嘔吐', '視覺障礙', '骨頭疼痛', '體重減輕']",https://health.udn.com/disease/sole/63988
肺腺癌,['Lung adenocarcinoma'],"['血液腫瘤科', '呼吸胸腔科', '胸腔外科']",['肺'],"['咳嗽', '咳血', '胸悶', '胸痛', '發燒']",https://health.udn.com/disease/sole/63989
子宮頸癌,['Cervical Cancer'],"['血液腫瘤科', '婦產科']",['子宮'],"['陰道出血', '分泌物增多']",https://health.udn.com/disease/sole/63990
子宮內膜癌,['carcinoma of the endometrium'],"['血液腫瘤科', '婦產科']",['子宮'],"['停經後出血', '異常子宮出血', '腹部疼痛', '月經不規則', '子宮積膿', '貧血']",https://health.udn.com/disease/sole/63991
乳癌,['Breast cancer'],"['血液腫瘤科', '一般外科', '整形外科']",['乳房'],"['乳房腫塊', '乳腺疼痛', '乳頭流液', '乳頭出血', '乳頭凹陷', '乳房外型改變', '乳房皮膚呈橘皮組織', '乳房紅腫', '乳房潰爛', '腋下淋巴腺腫大']",https://health.udn.com/disease/sole/63992
卵巢癌,"['Ovary cancer', 'Ovarial cancer']","['血液腫瘤科', '婦產科']",['卵巢'],"['便秘', '腹瀉', '腹部疼痛', '腹部腫脹', '噁心', '脹氣', '體重減輕', '下肢水腫', '外陰水腫', '月經失調', '陰道出血', '頻尿', '排尿困難', '腰部疼痛']",https://health.udn.com/disease/sole/63993
陰道癌,['Vaginal cancer'],"['血液腫瘤科', '婦產科']",['陰道'],"['白帶增多', '陰道分泌物增多', '陰道出血', '頻尿', '血尿', '血便', '便秘', '腹痛', '陰道異味', '腰部酸痛', '腹脹', '性交疼痛', '陰道搔癢', '陰道有隆起物']",https://health.udn.com/disease/sole/63994
攝護腺癌,['Prostatic cancer'],"['血液腫瘤科', '泌尿科']",['攝護腺'],"['排尿疼痛', '排尿困難', '頻尿', '夜尿', '血尿', '性功能障礙', '勃起困難', '射精疼痛', '漏尿', '背痛', '臀部痛', '骨盆痛', '尿流口徑減小', '血精']",https://health.udn.com/disease/sole/63995
血友病,['Hemophilia'],"['血液腫瘤科', '小兒科']",['血液'],"['出血不止', '淤青']",https://health.udn.com/disease/sole/63996
地中海貧血,['Thalassemia'],"['血液腫瘤科', '小兒科', '家醫科']",['血液'],"['貧血', '虛弱', '腹部突出', '發育遲緩', '肝脾腫大', '黃疸', '骨骼變形', '蒼白', '頭暈', '疲倦', '胎兒水腫', '運動耐受力降低']",https://health.udn.com/disease/sole/63997
下肢靜脈曲張,['Varicose Veins of the Lower Extremities'],"['一般外科', '心臟血管科']",['下肢皮膚'],"['血管浮凸', '皮膚癢', '表層皮膚乾燥變薄', '皮膚色素沉著', '夜間腿部抽筋', '下肢酸痛', '下肢燒灼感', '下肢水腫', '下肢沉重感', '皮膚潰瘍', '血管破裂出血', '微血管擴張']",https://health.udn.com/disease/sole/60910
脾破裂,['Splenic Rupture'],['一般外科'],['脾'],"['出血', '腹痛', '腹脹', '口渴', '心悸', '呼吸急促', '皮膚蒼白', '四肢冰冷', '血壓下降']",https://health.udn.com/disease/sole/60911
十二指腸潰瘍,['duodenal ulcer'],['胃腸肝膽科'],['十二指腸'],"['腹痛', '腹部灼熱感', '胸悶', '胃痛', '餓痛', '胃脹', '胃悶', '胃酸過多', '易餓', '睡眠品質差', '頭昏', '腦脹', '頸部酸緊', '全身酸痛', '火氣大', '溢酸', '打嗝', '噁心', '嘔吐', '消化不良', '食欲不振', '腹瀉', '便秘', '吐血', '黑便', '血便']",https://health.udn.com/disease/sole/265
腸躁症,['Irritable Bowel Syndrome'],"['胃腸肝膽科', '身心精神科']",['大腸'],"['腹脹', '腹痛', '腹瀉', '便秘', '噁心', '反胃', '胃痛', '胃脹', '胃悶', '消化不良', '食欲不振', '疲倦', '水便', '排便次數增加', '不易解便', '排便不淨', '排便費力', '排氣']",https://health.udn.com/disease/sole/266
大腸息肉,['adenomatous polyposis'],['胃腸肝膽科'],['大腸'],"['血便', '排便不淨', '腹痛', '便秘', '噁心', '嘔吐', '腹瀉']",https://health.udn.com/disease/sole/267
闌尾炎,['Appendicitis'],"['胃腸肝膽科', '一般外科']",['闌尾'],"['腹痛', '食欲不振', '噁心', '嘔吐', '發燒', '便秘', '腹瀉', '血便']",https://health.udn.com/disease/sole/268
膽結石,['Gallstones'],['胃腸肝膽科'],['膽'],"['腹痛', '消化不良', '腹脹', '胃痛', '反胃']",https://health.udn.com/disease/sole/269
膽囊炎,['Cholecystitis'],"['胃腸肝膽科', '一般外科']",['膽'],"['腹痛', '發燒', '腹部硬塊', '食慾不振', '噁心', '嘔吐', '脹氣', '灰色便', '茶色尿', '皮膚搔癢', '心灼熱', '消化不良', '體重減輕', '背痛']",https://health.udn.com/disease/sole/270
膽囊息肉,['gallbladder polyp'],['胃腸肝膽科'],['膽'],"['腹痛', '飽餐後不適感']",https://health.udn.com/disease/sole/271
腹膜炎,['腹膜炎'],"['胃腸肝膽科', '一般外科']",['腹腔'],"['腹痛', '腹脹', '噁心', '嘔吐', '發燒', '畏寒', '食慾不振', '排尿減少', '呼吸困難', '血壓下降', '白血球升高']",https://health.udn.com/disease/sole/272
胃病,"['Stomach trouble', 'Gastric disease']",['胃腸肝膽科'],"['胃', '食道', '十二指腸']","['溢酸', '打嗝', '噁心', '嘔吐', '胃痛', '胃脹', '胸悶', '腹脹', '腹痛', '消化不良', '食欲不振', '腹瀉', '便秘', '吐血', '黑便', '血便']",https://health.udn.com/disease/sole/273
胃潰瘍,"['Gastric ulcer', ' Stomach ulcer']",['胃腸肝膽科'],"['胃', '食道', '十二指腸']","['腹痛', '腹部灼熱感', '胸悶', '胃痛', '胃酸過多', '胃脹', '胃悶', '易有飢餓感', '口苦', '口乾', '口臭', '睡眠品質差', '頭昏', '腦脹', '頸部酸緊', '全身酸痛', '火氣大', '溢酸', '打嗝', '噁心', '嘔吐', '消化不良', '食欲不振', '腹瀉', '便秘', '吐血', '黑便', '血便']",https://health.udn.com/disease/sole/274
急性胃炎,['Acute gastritis'],['胃腸肝膽科'],['胃'],"['腹痛', '腹部灼熱感', '胸悶', '胃痛', '胃酸過多', '胃脹', '胃悶', '易有飢餓感', '溢酸', '打嗝', '噁心', '嘔吐', '消化不良', '食欲不振', '腹瀉', '便秘', '吐血', '黑便', '血便']",https://health.udn.com/disease/sole/275
慢性胃炎,['Chronic gestritis'],['胃腸肝膽科'],['胃'],"['腹痛', '腹部灼熱感', '胸悶', '胃痛', '胃酸過多', '胃脹', '胃悶', '易有飢餓感', '溢酸', '打嗝', '噁心', '嘔吐', '消化不良', '食欲不振', '腹瀉', '便秘', '吐血', '黑便', '血便']",https://health.udn.com/disease/sole/276
功能性消化不良,['Functional dyspesia'],['胃腸肝膽科'],"['腹部', '胃部', '食道', '十二指腸']","['溢酸', '打嗝', '噁心', '嘔吐', '胃痛', '胃脹', '胸悶', '腹脹', '腹痛', '消化不良', '食欲不振', '腹瀉', '便秘', '易有飽脹感']",https://health.udn.com/disease/sole/277
胃下垂,"['Gastoptosis', ' ptosis of the stomach']",['胃腸肝膽科'],['胃'],"['腹痛', '腹脹', '胃痛', '胃脹', '胃悶', '打嗝', '噁心', '嘔吐', '消化不良', '食欲不振', '腹瀉', '便秘', '易有飽脹感']",https://health.udn.com/disease/sole/278
胃炎,['Gastritis'],['胃腸肝膽科'],['胃'],"['上腹部疼痛', '上腹部灼熱感', '胸悶', '胃痛', '胃酸過多', '胃脹', '胃悶', '易有飢餓感', '溢酸', '打嗝', '噁心', '嘔吐', '消化不良', '食欲不振', '腹瀉', '便秘', '吐血', '黑便', '血便']",https://health.udn.com/disease/sole/279
上消化道出血,['upper gastrointestinal bleeding'],['胃腸肝膽科'],"['食道', '胃', '十二指腸']","['頭暈', '四肢冰冷', '胃痛', '嘔血', '黑便', '噁心', '嘔吐', '血壓偏低', '盜汗', '口渴', '皮膚蒼白', '心悸']",https://health.udn.com/disease/sole/280
消化道出血,['英文名稱\tbleeding of the gastro intestinal tract'],['胃腸肝膽科'],"['食道', '胃', '十二指腸', '盲腸', '大腸', '小腸', '乙狀結腸', '直腸', '肛門']","['頭暈', '四肢冰冷', '胃痛', '嘔血', '黑便', '噁心', '嘔吐', '血壓偏低', '盜汗', '口渴', '皮膚蒼白', '心悸', '呼吸困難', '心口灼熱', '尿量減少']",https://health.udn.com/disease/sole/281
便秘,['Constipation'],['胃腸肝膽科'],"['大腸', '直腸', '肛門']","['糞便乾硬', '排便不淨', '排便困難', '排便量少', '排便次數少', '腹痛']",https://health.udn.com/disease/sole/282
尿道炎,['urethritis'],"['泌尿科', '婦產科', '小兒科']",['尿道'],"['排尿疼痛', '灼熱感', '分泌物增多', '頻尿', '血尿', '下腹漲痛', '發燒', '尿液混濁', '尿液惡臭']",https://health.udn.com/disease/sole/206
尿失禁,['urinary incontinence'],"['泌尿科', '婦產科']","['膀胱', '尿道']","['漏尿', '頻尿', '急尿', '解尿困難']",https://health.udn.com/disease/sole/207
間質性膀胱炎,['Interstitial cystitis'],"['泌尿科', '婦產科']",['膀胱'],"['夜尿', '頻尿', '尿急', '漏尿', '下腹疼痛', '焦慮', '緊張']",https://health.udn.com/disease/sole/208
出血性膀胱炎,['hemorrhagic cystitis'],['泌尿科'],['膀胱'],"['血尿', '膀胱疼痛', '膀胱痙攣', '排尿疼痛']",https://health.udn.com/disease/sole/209
攝護腺炎,['Prostatitis'],['泌尿科'],['攝護腺'],"['攝護腺痛', '發冷', '發燒', '排尿困難', '頻尿', '血尿', '尿道分泌物', '尿急', '會陰痛', '下腹痛', '鼠蹊部痛', '倦怠', '射精疼痛']",https://health.udn.com/disease/sole/210
攝護腺肥大,['Benign Prostate Hyperplasia'],['泌尿科'],['攝護腺'],"['排尿困難', '排尿無力', '頻尿', '血尿', '尿急', '滴尿', '尿流中斷', '夜尿', '疲倦', '射精帶血']",https://health.udn.com/disease/sole/211
精索靜脈曲張,['Varicocele'],['泌尿科'],"['陰囊', '睾丸']","['睾丸疼痛', '陰囊墜痛']",https://health.udn.com/disease/sole/212
睪丸炎,"['Orchitis', '(Epididymitis)']",['泌尿科'],"['睪丸', '副睪']","['發燒', '發冷', '無力', '蛋白尿', '睪丸紅腫', '睪丸疼痛', '陰囊腫脹']",https://health.udn.com/disease/sole/213
睪丸扭轉,['Testicular Torsion'],['泌尿科'],['睪丸'],"['睪丸疼痛', '陰囊紅腫', '噁心', '嘔吐']",https://health.udn.com/disease/sole/214
尿路結石,['Stones in the urinary tract'],['泌尿科'],"['腎臟', '輸尿管', '膀胱', '尿道']","['腰痛', '腎絞痛', '腹痛', '噁心', '嘔吐', '血尿', '排尿困難', '膿尿', '發燒', '畏寒']",https://health.udn.com/disease/sole/215
膀胱過動症,['Overactive bladder'],"['泌尿科', '婦產科']",['膀胱'],"['尿急', '頻尿', '夜尿', '漏尿']",https://health.udn.com/disease/sole/216
勃起功能障礙,['Erectile dysfunction'],['泌尿科'],['陰莖'],"['陰莖無法勃起', '勃起硬度不足', '不射精', '早洩', '射精疼痛']",https://health.udn.com/disease/sole/217
包莖,['phimosis'],['泌尿科'],"['陰莖', '包皮']","['包皮粘黏', '排尿增加', '包皮紅腫', '排尿困難', '包皮腫大']",https://health.udn.com/disease/sole/218
輸精管阻塞,['obstruction of vas deferens'],['泌尿科'],['輸精管'],"['無精子', '射精疼痛', '射精無力']",https://health.udn.com/disease/sole/219
肝炎,['Hepatitis'],['胃腸肝膽科'],['肝'],"['黃疸', '胃腸不適', '食慾不振', '倦怠', '全身無力', '噁心', '嘔吐', '腹部疼痛', '腹部腫脹', '腹水', '發燒', '紅疹']",https://health.udn.com/disease/sole/253
A型肝炎,['Hepatitis A'],['胃腸肝膽科'],['肝'],"['發燒', '出汗', '畏寒', '肌肉酸痛', '食慾不振', '噁心', '嘔吐', '茶色尿', '腹部腫脹']",https://health.udn.com/disease/sole/254
